model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_UUP,19,35,0.0028550312287597686,0.0035194179505649765,-0.056865681642579435,0.5714285714285714,0.5714285714285714,0.12398574705925351,0.19859943977591038
rf,y_UUP,20,34,0.0025922936876640384,0.003189564586730443,-0.18784240258372886,0.5294117647058824,0.5294117647058824,-0.024373191910005785,-0.1009931245225363
rf,y_UUP,21,29,0.0025575521559663182,0.0031137086685724285,-0.3499836133993841,0.3448275862068966,0.3448275862068966,-0.2082471470157661,-0.3827586206896551
rf,y_UUP,22,27,0.0026938357714525324,0.003361999696881864,-0.18919176149419314,0.3333333333333333,0.3333333333333333,-0.227125282109089,-0.2399267399267399
rf,y_UUP,23,29,0.0032511813754198702,0.004426513674054203,-0.220338608794026,0.3448275862068966,0.3448275862068966,-0.31494717471293304,-0.409902700485703
rf,y_UUP,24,33,0.0029671570087978424,0.004239129764844338,-0.14681320518132934,0.3939393939393939,0.3939393939393939,-0.17995456062596876,-0.3080137054290378
rf,y_TLT,0,35,0.006505141598242033,0.007802607979617508,-0.0424493960247776,0.5714285714285714,0.5714285714285714,0.046753041660508594,0.04397759103641457
rf,y_TLT,1,35,0.00543606527209507,0.00694629873697659,-0.08634042129859276,0.6,0.6,0.027183108182831407,0.035854341736694675
rf,y_TLT,2,37,0.006964668799358582,0.008987576235846579,-0.10041533877577469,0.5405405405405406,0.5405405405405406,0.025944912860426758,-0.006875296348980559
rf,y_TLT,3,34,0.00660232803313087,0.008856903408506938,-0.06543810354369328,0.5294117647058824,0.5294117647058824,-0.062489823530138454,-0.08204736440030558
rf,y_TLT,4,32,0.007793426407939528,0.009726103107746164,-0.14091057503039472,0.5,0.5,-0.0636047092747211,-0.03958944281524926
rf,y_TLT,5,28,0.00581486862515507,0.007201624417380177,0.07416894347059788,0.6428571428571429,0.6428571428571429,0.37550885036184856,0.33278598795840175
rf,y_TLT,6,29,0.006764663113442378,0.007932921277289484,-0.05786437014944146,0.5862068965517241,0.5862068965517241,0.1960665915712985,0.20246305418719207
rf,y_TLT,7,30,0.00710093314408433,0.008728790889016682,-0.0774279337283379,0.5666666666666667,0.5666666666666667,-0.07575381545257479,-0.08520578420467186
rf,y_TLT,8,34,0.007010617625440858,0.00836820402155272,-0.07922351554288065,0.5,0.5,-0.11452376972728864,-0.11260504201680671
rf,y_TLT,9,35,0.008264836472510565,0.009982424207931506,-0.03982073938804365,0.34285714285714286,0.34285714285714286,-0.0679823109491996,-0.20756302521008405
rf,y_TLT,10,35,0.006986320689520482,0.008607580758383037,0.07519100765379327,0.6,0.6,0.3273155345680419,0.3988795518207283
rf,y_TLT,11,35,0.006955540171508606,0.008794400819246758,0.09847193453363812,0.6571428571428571,0.6571428571428571,0.3683354033955724,0.2736694677871148
